,Date,User,Content,Likes,Retweets,Negative,Neutral,Positive,Sentiment
0,2022-11-07 23:01:03+00:00,YousefBaig,"Newsom claimed Prop. 30 ""puts corporate welfare above the fiscal welfare of our entire state."" This is quite the list of California budget defenders. https://t.co/0Cx5SxFtLq https://t.co/PyJ80UaU3D",1,4,0.6990218162536621,0.2684158980846405,0.0325622521340847,Negative
1,2022-11-07 22:59:20+00:00,ClimateResolve,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30. https://t.co/MQp7kIT2To",5,6,0.0,0.0,1.0,Positive
2,2022-11-07 22:56:18+00:00,trader_mtg,@ecommerceshares Wait until Prop 30 gets shot down tomorrow.,1,0,0.7671670317649841,0.22079984843730927,0.012033040635287762,Negative
3,2022-11-07 22:47:35+00:00,LByock,"@dhere I voted no on 27 (which is in conflict with 26, on which I voted yes), and yes on 30. There are persuasive arguments both for &amp; against Prop 30, but in the end I think it’s better than nothing.",1,1,0.0,0.0,1.0,Positive
4,2022-11-07 22:39:45+00:00,SFBayPSR,"VOTE YES on Prop 30! If we don’t act, California’s poor air quality could lead to:

😶‍🌫️ Increased rates of asthma
💔 Heart disease
🫁Lung cancer
 
 #YesOn30 to help clean our air.",10,7,0.0,0.0,1.0,Positive
5,2022-11-07 22:35:00+00:00,CleanAirNowCA,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30.",10,6,0.0,0.0,1.0,Positive
6,2022-11-07 22:30:42+00:00,ginacuclis,Prop 30 was written by a coalition of environmental and transit groups. The No campaign has been lying about Lyft. https://t.co/PxAiun1blD,2,1,0.6808159351348877,0.3054047226905823,0.01377933006733656,Negative
7,2022-11-07 22:03:37+00:00,mikemielke01,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30.",10,5,0.0,0.0,1.0,Positive
8,2022-11-07 22:02:03+00:00,crossingstv,"Our kids deserve clean air.

🗳️Vote Yes on Prop 30!

This ad was paid for by Yes on 30: Clean Air California.

https://t.co/TC7hGdMs7P  

#2022Elections #Prop30 https://t.co/UWYbW4JwVk",0,0,0.0,0.0,1.0,Positive
9,2022-11-07 22:01:25+00:00,Rockenjud,Californians.Lyft is a scumbag company.  vote NO on Prop 30. The ads are misleading. It's got little to do with climate change and more to do with Lyft conning the tax payers into help it make more money. EV hurt the environment more..research what it takes to build the batteries,5,1,1.0,0.0,0.0,Negative
10,2022-11-07 22:00:21+00:00,sacbee_news,Prop. 30 is the only California ballot measure Newsom has actively campaigned against. Is that because it would tax millionaires to fight wildfires? | OPINION  https://t.co/RaqgQydssD,1,0,0.7543681263923645,0.23583510518074036,0.009796821512281895,Negative
11,2022-11-07 21:46:00+00:00,climatefuturist,@MegL513 Read @Sammy_Roth on Prop 30. https://t.co/tDl1sGVPv8,1,0,0.020815253257751465,0.9144135117530823,0.06477122753858566,Neutral
12,2022-11-07 21:38:44+00:00,Love4PupsNJeeps,Prop 30 sounds like another sham/repeat to get more tax $ in CA. Enough w/the taxes. Do an audit across the state There is enough money for parties &amp; flights from here to there. Use what you have. Cut YOUR state spending on frivolous things. The CA family struggle is real...,2,0,0.763188362121582,0.21826909482479095,0.01854250580072403,Negative
13,2022-11-07 21:36:09+00:00,JULIA_HOLTER,"@joaoaksnes also that voter guide says not to vote for Prop 30 but i voted yes on that for several reasons, though i know it's complicated. i think climate crisis should come first in this case just fyi if anyone cares lol!",2,1,0.4145034849643707,0.5044881105422974,0.08100835978984833,Neutral
14,2022-11-07 21:28:05+00:00,WeHoIMBY,"Torn about Prop. 30. 

Electric cars would not be my #1 priority for climate funding —  green electricity, e-bikes, high speed rail, transit, &amp; safe streets for bikes would be higher.

But, many people will still drive ...  + it seems better than the status quo.

Thoughts?",0,0,0.376116544008255,0.5575075745582581,0.06637585163116455,Neutral
15,2022-11-07 21:12:43+00:00,AxioWolf,"Can someone enlighten me on the reason Lyft funded $45M for Prop 30 and created the https://t.co/HnjHWKHMeh group? What do they expect to gain from this prop?

Note, the next largest contribution for this prop is $1M and total is $47.7M
https://t.co/quszbwASIT",0,0,0.15836960077285767,0.8059983849525452,0.035632044076919556,Neutral
16,2022-11-07 21:03:14+00:00,ThatOtherRich,"@donwinslow Lyft is the major source of funding behind California’s prop 30, which give them a major cash influx from taxpayer dollars if passed.",0,0,0.01792161539196968,0.5360828042030334,0.4459955394268036,Neutral
17,2022-11-07 20:36:29+00:00,_ericting,"Maybe one of Lanhee Chen, Nathan Hochman or Lance Christensen makes things interesting, but everything else is boring, unless you're following Prop 30 closely

https://t.co/UJr5ENsnZB",1,2,0.27209633588790894,0.6225073933601379,0.10539627820253372,Neutral
18,2022-11-07 20:22:18+00:00,AliJan10B,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/Gwf8BPTAWd",0,0,0.36967456340789795,0.6089192628860474,0.021406149491667747,Neutral
19,2022-11-07 20:22:14+00:00,InternationalN0,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/f3j5HufHC1",1,0,0.36967456340789795,0.6089192628860474,0.021406149491667747,Neutral
20,2022-11-07 20:18:42+00:00,averyhatestwt,"LA Ratings:
LA County Sheriff, Likely Luna
LA Mayor, Lean Bass
LA Controller, Likely Mejia

Misc. CA
Prop 26: Likely No
Prop 28: Likely Yes
Prop 30: Lean No
State Controller: Likely D
SD-04: Lean Alvarado-Gil",9,0,0.0380287691950798,0.9005473256111145,0.06142394244670868,Neutral
21,2022-11-07 20:15:02+00:00,CalMatters,"Prop. 30 would tax top-earning Californians to fund climate programs. Here's more explaining why it's on the ballot and what it would do, including a video that breaks it down: https://t.co/F5gVaqOpOz",2,1,0.011671103537082672,0.837762176990509,0.15056674182415009,Neutral
22,2022-11-07 20:11:53+00:00,ChargeNetStnUS,"ChargeNet encourages everyone to vote tomorrow! There are important issues on the ballot, like California’s Prop. 30. Your voice matters, so get out there and #Vote! https://t.co/QhFSKdjiwx",6,4,0.00906387995928526,0.14170977473258972,0.8492263555526733,Positive
23,2022-11-07 20:05:07+00:00,buxwal,"@losivad @Simon__Grimm The @sacbee_news is right about poor air quality having devastating public health consequences, but I want to know whether Prop 30 subsidises cars at the expense of other transit. Would @GavinNewsom roll out a better subsidy mechanism more in line with my priorities if it fails?",1,0,0.579561173915863,0.40403351187705994,0.016405362635850906,Negative
24,2022-11-07 19:52:12+00:00,usasharenews,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/hXDzw8JDgV",0,0,0.36967456340789795,0.6089192628860474,0.021406149491667747,Neutral
25,2022-11-07 19:50:12+00:00,VincentPham,"Yeah it a scam, and if you live in CA vote no on prop 30... It a scam https://t.co/f7Z0HKuHsd",1,1,1.0,0.0,0.0,Negative
26,2022-11-07 19:49:13+00:00,usasharenews,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/Is98LxMXUV",0,0,0.36967456340789795,0.6089192628860474,0.021406149491667747,Neutral
